FACID,NAME,ADDRESS,CITY,COUNTY,ZIP,TYPE,CAPACITY,LATITUDE,LONGITUDE,LOCATION
960000162,East Valley Community Health Center,420 S Glendora Ave,West Covina,LOS ANGELES,91790,Community Clinic,0,34.067505,-117.92521,"(34.067505, -117.92521)"
960000175,Inglewood Medical And Mental Health Services,4450 W Century Blvd,Inglewood,LOS ANGELES,90304,Community Clinic,0,33.945421,-118.354015,"(33.945421, -118.354015)"
960000179,Koryo Health Foundation,1058 S Vermont Ave,Los Angeles,LOS ANGELES,90006,Community Clinic,0,33.940135,-118.291553,"(33.940135, -118.291553)"
960000180,Altamedical Medical Group - E La  Whittier,5427 Whittier Blvd,Los Angeles,LOS ANGELES,90022,Community Clinic,0,34.019647,-118.153615,"(34.019647, -118.153615)"
960000181,S  Mark Taper Foundation Children's Clinic Family Health Center,455 E Columbia St,Long Beach,LOS ANGELES,90806,Community Clinic,0,33.809006,-118.187358,"(33.809006, -118.187358)"
960000187,Multiservice Family Center,101 N La Brea Ave,Inglewood,LOS ANGELES,90301,Community Clinic,0,33.963425,-118.35333,"(33.963425, -118.35333)"
960000189,Watts Health Center,10300 Compton Ave,Los Angeles,LOS ANGELES,90002,Community Clinic,0,33.9427,-118.246213,"(33.9427, -118.246213)"
960000190,Northeast Community Clinic,5428 N Figueroa St,Los Angeles,LOS ANGELES,90042,Community Clinic,0,34.107678,-118.196629,"(34.107678, -118.196629)"
960000191,Northeast Valley Health - Pacoima Health Center,12756 Van Nuys Blvd,Pacoima,LOS ANGELES,91331,Community Clinic,0,34.274362,-118.410721,"(34.274362, -118.410721)"
960000192,Northeast Valley Health Corporation,1600 San Fernando Rd,San Fernando,LOS ANGELES,91340,Community Clinic,0,34.289013,-118.448128,"(34.289013, -118.448128)"
960000195,Planned Parenthood  - Pasadena,1045 N Lake Ave,Pasadena,LOS ANGELES,91104,Community Clinic,0,34.16394,-118.132494,"(34.16394, -118.132494)"
960000196,Planned Parenthood Los Angeles - Canoga Park Center,21001 Sherman Way,Canoga Park,LOS ANGELES,91303,Community Clinic,0,34.201131,-118.591229,"(34.201131, -118.591229)"
960000198,Planned Parenthood Bixby Center,1057 Kingston Ave,Los Angeles,LOS ANGELES,90033,Community Clinic,0,34.056824,-118.209679,"(34.056824, -118.209679)"
960000199,Planned Parenthood Los Angeles - Santa Monica Center,1316 3rd Street Promenade,Santa Monica,LOS ANGELES,90401,Community Clinic,0,34.016706,-118.497386,"(34.016706, -118.497386)"
960000201,Planned Parenthood Los Angeles - Van Nuys Center,7100 Van Nuys Blvd,Van Nuys,LOS ANGELES,91405,Community Clinic,0,34.199463,-118.448729,"(34.199463, -118.448729)"
960000203,Planned Parenthood Los Angeles - Lakewood Center,5525 Del Amo Blvd,Lakewood,LOS ANGELES,90713,Community Clinic,0,33.847156,-118.124396,"(33.847156, -118.124396)"
960000206,The Guidance Center,1301 Pine Ave,Long Beach,LOS ANGELES,90813,Psychology Clinic,0,33.782691,-118.192423,"(33.782691, -118.192423)"
960000208,Queenscare Family Clinic - Echo Park,150 N Reno St,Los Angeles,LOS ANGELES,90026,Community Clinic,0,34.072738,-118.280395,"(34.072738, -118.280395)"
960000214,South Central Family Health Center,4425 S Central Ave,Los Angeles,LOS ANGELES,90011,Community Clinic,0,34.003108,-118.256517,"(34.003108, -118.256517)"
960000216,South Bay Childrens Health Center,410 Camino Real,Redondo Beach,LOS ANGELES,90277,Community Clinic,0,33.836804,-118.38162,"(33.836804, -118.38162)"
960000226,The Maple Counseling Center,9107 Wilshire Blvd Lowr LEVEL,Beverly Hills,LOS ANGELES,90210,Psychology Clinic,0,34.067076,-118.389858,"(34.067076, -118.389858)"
960000229,USC - University Park Health Center,1031 W 34th St,Los Angeles,LOS ANGELES,90007,Community Clinic,0,33.716712,-118.301388,"(33.716712, -118.301388)"
960000230,Valley Community Clinic,6801 Coldwater Canyon Ave,North Hollywood,LOS ANGELES,91605,Community Clinic,0,34.194036,-118.413828,"(34.194036, -118.413828)"
960000235,Westside Neighborhood Clinic,2125 Santa Fe Ave,Long Beach,LOS ANGELES,90810,Community Clinic,0,33.831004,-118.217128,"(33.831004, -118.217128)"
960000236,Westside Family Health Center,1711 Ocean Park Blvd,Santa Monica,LOS ANGELES,90405,Community Clinic,0,34.012727,-118.466434,"(34.012727, -118.466434)"
960000238,Women's Clinic,9911 W Pico Blvd,Los Angeles,LOS ANGELES,90035,Community Clinic,0,34.053203,-118.404523,"(34.053203, -118.404523)"
960000239,Wright Institute Los Angeles Clinic,9911 W Pico Blvd,Los Angeles,LOS ANGELES,90035,Psychology Clinic,0,34.053203,-118.404523,"(34.053203, -118.404523)"
960000242,Harbor Community Clinic,593 W 6th St,San Pedro,LOS ANGELES,90731,Community Clinic,0,33.738737,-118.289813,"(33.738737, -118.289813)"
960000243,Hollywood Sunset Free Clinic,3324 W Sunset Blvd,Los Angeles,LOS ANGELES,90026,Free Clinic,0,34.087146,-118.275687,"(34.087146, -118.275687)"
960000244,Order Of Malta Los Angeles Clinic,2222 Ocean View Ave,Los Angeles,LOS ANGELES,90057,Free Clinic,0,34.062818,-118.274904,"(34.062818, -118.274904)"
960000247,South Bay Family Health Care Center,2114 Artesia Blvd,Redondo Beach,LOS ANGELES,90278,Community Clinic,0,33.87275,-118.373401,"(33.87275, -118.373401)"
960000248,South Bay Family Health Care Center,742 W Gardena Blvd,Gardena,LOS ANGELES,90247,Community Clinic,0,33.881652,-118.288294,"(33.881652, -118.288294)"
960000250,St John's Well Child & Family Center,1910 Magnolia Ave,Los Angeles,LOS ANGELES,90007,Community Clinic,0,34.039773,-118.286412,"(34.039773, -118.286412)"
960000251,Venice Family Clinic,604 Rose Ave,Venice,LOS ANGELES,90291,Community Clinic,0,33.999191,-118.471827,"(33.999191, -118.471827)"
960000377,UCLA School Of Nursing Health Center,545 S San Pedro St,Los Angeles,LOS ANGELES,90013,Community Clinic,0,34.043124,-118.244658,"(34.043124, -118.244658)"
960000522,Altamedical Medical Group,9436 Slauson Ave,Pico Rivera,LOS ANGELES,90660,Community Clinic,0,33.968313,-118.096569,"(33.968313, -118.096569)"
960000525,Planned Parenthood Los Angeles - Hollywood Center,1014 1/2 N Vermont Ave,Los Angeles,LOS ANGELES,90029,Community Clinic,0,34.089907,-118.291701,"(34.089907, -118.291701)"
960000549,Planned Parenthood Los Angeles - Pomona Center,1550 N Garey Ave,Pomona,LOS ANGELES,91767,Community Clinic,0,34.073583,-117.752177,"(34.073583, -117.752177)"
960000572,Northeast Valley Health Corporation,11133 Omelveny Ave,San Fernando,LOS ANGELES,91340,Community Clinic,0,34.272451,-118.442125,"(34.272451, -118.442125)"
960000578,Clinica Monsenor Oscar A  Romero,123 S Alvarado St,Los Angeles,LOS ANGELES,90057,Community Clinic,0,34.065934,-118.270811,"(34.065934, -118.270811)"
960000748,Arroyo Vista Family Health Center,6000 N Figueroa St,Los Angeles,LOS ANGELES,90042,Community Clinic,0,34.111493,-118.18884,"(34.111493, -118.18884)"
960000763,Magic Johnson School Based Health Clinic,10110 Juniper St,Los Angeles,LOS ANGELES,90002,Community Clinic,0,33.944763,-118.233149,"(33.944763, -118.233149)"
960000831,The Center For The Partially Sighted,6101 W Centinela Ave,Culver City,LOS ANGELES,90230,Community Clinic,0,33.981604,-118.395815,"(33.981604, -118.395815)"
960000836,Mission City Community Network,15206 Parthenia St,North Hills,LOS ANGELES,91343,Community Clinic,0,34.228161,-118.463637,"(34.228161, -118.463637)"
960000858,UCP/SCF ICF/DD-N - Olton House,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.271238,-118.606784,"(34.271238, -118.606784)"
960000869,UCP/SCF ICF/DD-N - Wendt House,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.271238,-118.606784,"(34.271238, -118.606784)"
960000872,Rose Division,9632 Rose St,Bellflower,LOS ANGELES,90706,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.869624,-118.128335,"(33.869624, -118.128335)"
960000882,UCP/SCF ICF/DD-H - Hubbard,14109 Hubbard St,Sylmar,LOS ANGELES,91342,Intermediate Care Facility/Developmentally Disabled - Habilitative,15,34.298631,-118.440233,"(34.298631, -118.440233)"
960000883,Valley Village Lurline House,10415 Lurline Ave,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.259566,-118.584223,"(34.259566, -118.584223)"
960000887,UCP/SCF ICF/DD-N - Westlake House,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.271238,-118.606784,"(34.271238, -118.606784)"
960000889,UCP - Longo House,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.271238,-118.606784,"(34.271238, -118.606784)"
960000894,UCP/SCF ICF/DD-N - Hatcher House,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Nursing,5,34.271238,-118.606784,"(34.271238, -118.606784)"
960000897,UCP/SCF ICF/DD-N - Newport House,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.271238,-118.606784,"(34.271238, -118.606784)"
960000900,UCP/SCF ICF/DD-N - Max Factor House,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.271238,-118.606784,"(34.271238, -118.606784)"
960000904,UCP/SCF ICF/DD-H - Bledsoe,14470 Bledsoe St,Sylmar,LOS ANGELES,91342,Intermediate Care Facility/Developmentally Disabled - Habilitative,15,34.32049,-118.448269,"(34.32049, -118.448269)"
960000907,Edgewood Center,200 W Paramount St,Azusa,LOS ANGELES,91702,Intermediate Care Facility/Developmentally Disabled,99,34.117968,-117.909016,"(34.117968, -117.909016)"
960000909,UCP/SCF ICF/DD-H - Ranch House,13655 Woodcock Ave,Sylmar,LOS ANGELES,91342,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.318689,-118.473265,"(34.318689, -118.473265)"
960000914,UCP/SCF ICF/DD-N - Bradley,13290 Bradley Ave,Sylmar,LOS ANGELES,91342,Intermediate Care Facility/Developmentally Disabled - Nursing,15,34.31283,-118.469282,"(34.31283, -118.469282)"
960000915,Eagledale Division,5283 Eagledale Ave,Los Angeles,LOS ANGELES,90041,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.14512,-118.228117,"(34.14512, -118.228117)"
960000925,Silver Spray House,24218 Silver Spray Dr,Diamond Bar,LOS ANGELES,91765,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.025786,-117.796479,"(34.025786, -117.796479)"
960000927,Palomino House,23938 Palomino Dr,Diamond Bar,LOS ANGELES,91765,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.025799,-117.802083,"(34.025799, -117.802083)"
960000929,Julian House,500 Julian Ct,Diamond Bar,LOS ANGELES,91765,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.02709,-117.7869,"(34.02709, -117.7869)"
960000930,Svs San Gabriel Group Home,6858 La Presa Dr,San Gabriel,LOS ANGELES,91775,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.124648,-118.083039,"(34.124648, -118.083039)"
960000939,Terhune Division,9003 Terhune Ave,Sun Valley,LOS ANGELES,91352,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.232479,-118.36341,"(34.232479, -118.36341)"
960000945,Golden State Care Center,1758 Big Dalton Ave,Baldwin Park,LOS ANGELES,91706,Intermediate Care Facility/Developmentally Disabled,155,34.069038,-117.967449,"(34.069038, -117.967449)"
960000947,Helen Evans Nursing Home For Retarded Children,15125 Gale Ave,Hacienda Heights,LOS ANGELES,91745,Intermediate Care Facility/Developmentally Disabled,42,34.015443,-117.976865,"(34.015443, -117.976865)"
960000949,Glenridge Center  #140,611 S Central Ave,Glendale,LOS ANGELES,91204,Intermediate Care Facility/Developmentally Disabled,116,34.138317,-118.257896,"(34.138317, -118.257896)"
960000954,Harbor Health Care - Antonio Division,17746 Antonio Ave,Cerritos,LOS ANGELES,90703,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.869248,-118.038229,"(33.869248, -118.038229)"
960000956,Harbor Health Care - Hoback Division,11262 Hoback St,Norwalk,LOS ANGELES,90650,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.908848,-118.092894,"(33.908848, -118.092894)"
960000962,Burnetts,9045 Carron Dr,Pico Rivera,LOS ANGELES,90660,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.984617,-118.094198,"(33.984617, -118.094198)"
960000966,Robilyn Guest Home Iv,555 W San Jose Ave,Claremont,LOS ANGELES,91711,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.083071,-117.722613,"(34.083071, -117.722613)"
960000967,Burnetts #2,9810 Maryknoll Ave,Whittier,LOS ANGELES,90605,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.946166,-118.040849,"(33.946166, -118.040849)"
960000973,Harbor Health Care - Destino Division,13556 Destino St,Cerritos,LOS ANGELES,90703,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.871365,-118.042325,"(33.871365, -118.042325)"
960000976,Harbor Health Care - Briar Division,10631 Briar St,Norwalk,LOS ANGELES,90650,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.9069,-118.10715,"(33.9069, -118.10715)"
960000981,Harbor Health Care - Arkansas Division,11662 Arkansas St,Artesia,LOS ANGELES,90701,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.879212,-118.084814,"(33.879212, -118.084814)"
960000984,Harbor Health Care - Baylor Division,11527 Baylor Dr,Norwalk,LOS ANGELES,90650,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.8859,-118.088514,"(33.8859, -118.088514)"
960000985,Berryman House,4915 Berryman Ave,Culver City,LOS ANGELES,90230,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.996192,-118.40669,"(33.996192, -118.40669)"
960000997,UCP/SCF ICF/DD-H - Harbor,1729 252nd St,Lomita,LOS ANGELES,90717,Intermediate Care Facility/Developmentally Disabled - Habilitative,15,33.795815,-118.308582,"(33.795815, -118.308582)"
960001043,Phoenix Division,9630 Rose St,Bellflower,LOS ANGELES,90706,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.869624,-118.128372,"(33.869624, -118.128372)"
960001050,Holy Infant Home For Children,4710 Kenmore Ave,Baldwin Park,LOS ANGELES,91706,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.097833,-117.974705,"(34.097833, -117.974705)"
960001055,Beach Avenue House,9300 S 10th Ave,Inglewood,LOS ANGELES,90305,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.952134,-118.327651,"(33.952134, -118.327651)"
960001071,Minuet Division,9634 Rose St,Bellflower,LOS ANGELES,90706,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.869623,-118.127836,"(33.869623, -118.127836)"
960001096,Pure Joy #1,15924 Glazebrook Dr,La Mirada,LOS ANGELES,90638,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.911755,-117.992331,"(33.911755, -117.992331)"
960001097,Pure Joy #2,14944 Lindhall Way,Whittier,LOS ANGELES,90604,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.936696,-118.012217,"(33.936696, -118.012217)"
960001103,The Saban Free Clinic - Beverly Health Center,8405 Beverly Blvd,Los Angeles,LOS ANGELES,90048,Community Clinic,0,34.076069,-118.37348,"(34.076069, -118.37348)"
960001143,Planned Parenthood Los Angeles - El Monte Center,4786 Peck Rd,El Monte,LOS ANGELES,91732,Community Clinic,0,34.090652,-118.01452,"(34.090652, -118.01452)"
960001148,Granada Division,9904 Rose St,Bellflower,LOS ANGELES,90706,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.869648,-118.122842,"(33.869648, -118.122842)"
960001150,Camelot Division,9902 Rose St,Bellflower,LOS ANGELES,90706,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.869648,-118.12243,"(33.869648, -118.12243)"
960001152,Capistrano Division,9906 Rose St,Bellflower,LOS ANGELES,90706,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.869649,-118.1228,"(33.869649, -118.1228)"
960001172,Mountaingate House - Project Six,16026 Gresham St,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.230991,-118.481735,"(34.230991, -118.481735)"
960001175,Sfv Assn For The Retarded/new Horizon,15713 Parthenia St,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.228357,-118.474668,"(34.228357, -118.474668)"
960001196,The Ranchito,11338 Ranchito St,El Monte,LOS ANGELES,91732,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.090018,-118.020384,"(34.090018, -118.020384)"
960001204,Valley Village Hayvenhurst House,9258 Hayvenhurst Ave,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.23918,-118.493735,"(34.23918, -118.493735)"
960001210,Lindley House One,7937 Lindley Ave,Reseda,LOS ANGELES,91335,Intermediate Care Facility/Developmentally Disabled - Nursing,12,34.214976,-118.52737,"(34.214976, -118.52737)"
960001220,Samuel Dixon Family Health Center,30257 San Martinez Rd,Castaic,LOS ANGELES,91384,Community Clinic,0,34.447406,-118.664435,"(34.447406, -118.664435)"
960001221,United Care Homes - Camwood,1982 Camwood Ave,Rowland Heights,LOS ANGELES,91748,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.982013,-117.879112,"(33.982013, -117.879112)"
960001228,Independent Options - Kiowa Crest House,1501 Kiowa Crest Dr,Diamond Bar,LOS ANGELES,91765,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.993907,-117.832333,"(33.993907, -117.832333)"
960001240,Tavarua Medical & Mental Services,8207 Whittier Blvd,Pico Rivera,LOS ANGELES,90660,Community Clinic,0,34.006728,-118.096276,"(34.006728, -118.096276)"
960001255,Jo-mi Intermediate Care Fac/developmentally-nrsg,2128 Shirlee St,West Covina,LOS ANGELES,91792,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.015469,-117.898864,"(34.015469, -117.898864)"
960001273,Valley Village Baird House,6542 Baird Ave,Reseda,LOS ANGELES,91335,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.189396,-118.537625,"(34.189396, -118.537625)"
960001274,Valley Village Parthenia House,20422 Parthenia St,Winnetka,LOS ANGELES,91306,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.228183,-118.578356,"(34.228183, -118.578356)"
960001275,Valley Village Archwood House,23801 Archwood St,West Hills,LOS ANGELES,91307,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.191669,-118.644842,"(34.191669, -118.644842)"
960001277,Pregnancy Help Center,1311 Crenshaw Blvd,Torrance,LOS ANGELES,90501,Community Clinic,0,33.83506,-118.328679,"(33.83506, -118.328679)"
960001280,Independent Options - Kiowa Crest II,1591 Kiowa Crest Dr,Diamond Bar,LOS ANGELES,91765,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.991866,-117.829557,"(33.991866, -117.829557)"
960001306,Oasis House,2758 San Dimas Canyon Rd,La Verne,LOS ANGELES,91750,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.110106,-117.793943,"(34.110106, -117.793943)"
960001316,Palm House,540 Fernshaw Dr,La Verne,LOS ANGELES,91750,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.111977,-117.787203,"(34.111977, -117.787203)"
960001323,Quartz House,4340 Fig Cir,La Verne,LOS ANGELES,91750,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.118702,-117.757689,"(34.118702, -117.757689)"
960001332,El Proyecto Del Barrio,8902 Woodman Ave,Arleta,LOS ANGELES,91331,Community Clinic,0,34.23144,-118.43747,"(34.23144, -118.43747)"
960001351,Cedar House,4317 Cedar Ave,El Monte,LOS ANGELES,91732,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.083716,-118.023576,"(34.083716, -118.023576)"
960001355,Jo-mi Broadmoor,1547 S Broadmoor Ave,West Covina,LOS ANGELES,91790,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.054212,-117.949467,"(34.054212, -117.949467)"
960001359,Altamedical Medical Group - Senior Buenacare,5425 Pomona Blvd,Los Angeles,LOS ANGELES,90022,Community Clinic,0,34.033395,-118.149202,"(34.033395, -118.149202)"
960001366,Schmidt House,5121 Buffington Rd,El Monte,LOS ANGELES,91732,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.094422,-118.008195,"(34.094422, -118.008195)"
960001407,Clark Division,13638 Clark Ave,Bellflower,LOS ANGELES,90706,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.906534,-118.134041,"(33.906534, -118.134041)"
960001409,St Lucy's Group Home For Children,4702 Cutler Ave,Baldwin Park,LOS ANGELES,91706,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.097069,-117.970345,"(34.097069, -117.970345)"
960001412,Sfv Assn For The Retarded/new Horizon-b,15746 Parthenia St,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.228306,-118.475827,"(34.228306, -118.475827)"
960001413,Sfv Assn For The Retarded/new Horizon -a,15746 Parthenia St,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.228306,-118.475827,"(34.228306, -118.475827)"
960001416,Independent Options - Bronze Knoll House,1625 Bronze Knoll Rd,Diamond Bar,LOS ANGELES,91765,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.992767,-117.808579,"(33.992767, -117.808579)"
960001418,M E N D,10641 San Fernando Rd,Pacoima,LOS ANGELES,91331,Free Clinic,0,34.263339,-118.419232,"(34.263339, -118.419232)"
960001443,Valley Village Marlin House,22439 Marlin Pl,West Hills,LOS ANGELES,91307,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.196912,-118.616146,"(34.196912, -118.616146)"
960001444,Valley Village Lanark House,8033 Matilija Ave,Panorama City,LOS ANGELES,91402,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.217185,-118.432904,"(34.217185, -118.432904)"
960001445,Stahl House,443 N Craig Ave,Pasadena,LOS ANGELES,91107,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.1538,-118.106292,"(34.1538, -118.106292)"
960001450,Valley Village Variel House,10141 Variel Ave,Chatsworth,LOS ANGELES,91311,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.254872,-118.592959,"(34.254872, -118.592959)"
960001457,El Encanto Healthcare & Habilitation Center,555 El Encanto Rd,City Of Industry,LOS ANGELES,91745,Skilled Nursing Facility,244,34.021028,-117.96389,"(34.021028, -117.96389)"
960001459,El Encanto Healthcare & Habiliation Center,555 El Encanto Rd,City Of Industry,LOS ANGELES,91745,Intermediate Care Facility/Developmentally Disabled,89,34.021028,-117.96389,"(34.021028, -117.96389)"
960001471,Valley Village Bradley House,13450 Bradley Ave,Sylmar,LOS ANGELES,91342,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.316435,-118.474052,"(34.316435, -118.474052)"
960001482,Arlington Home #2,2207 Arlington Ave,Torrance,LOS ANGELES,90501,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.825899,-118.317749,"(33.825899, -118.317749)"
960001484,Arlington Home #1,1750 Arlington Ave,Torrance,LOS ANGELES,90501,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.829954,-118.317732,"(33.829954, -118.317732)"
960001492,Planned Parenthood Los Angeles - Burbank Center,916 W Burbank Blvd,Burbank,LOS ANGELES,91506,Community Clinic,0,34.183887,-118.322598,"(34.183887, -118.322598)"
960001498,TLC - Lindley II,7937 Lindley Ave,Reseda,LOS ANGELES,91335,Intermediate Care Facility/Developmentally Disabled - Habilitative,12,34.214976,-118.52737,"(34.214976, -118.52737)"
960001506,Gable Division,13640 Clark Ave,Bellflower,LOS ANGELES,90706,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.906508,-118.134039,"(33.906508, -118.134039)"
960001514,East Valley Community Health Center,680 Fairplex Dr,Pomona,LOS ANGELES,91768,Community Clinic,0,34.062517,-117.787518,"(34.062517, -117.787518)"
960001515,Caridean Place,1948 Thoreau St,Los Angeles,LOS ANGELES,90047,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.935548,-118.312706,"(33.935548, -118.312706)"
960001522,Emily Care Center,8983 Telfair Ave,Sun Valley,LOS ANGELES,91352,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.232487,-118.392678,"(34.232487, -118.392678)"
960001548,Brown House,427 N Craig Ave,Pasadena,LOS ANGELES,91107,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.153529,-118.106289,"(34.153529, -118.106289)"
960001550,Lomita Group Home,16020 Gresham St,North Hills,LOS ANGELES,91343,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.230988,-118.48154,"(34.230988, -118.48154)"
960001553,Holy Hill Home Care/benfield Home,14732 Benfield Ave,Norwalk,LOS ANGELES,90650,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.896312,-118.098146,"(33.896312, -118.098146)"
960001554,Arlington Home #3,24600 Cypress St,Lomita,LOS ANGELES,90717,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.802483,-118.322639,"(33.802483, -118.322639)"
960001555,The Saban Free Clinic - Hollywood Health Center,6043 Hollywood Blvd,Los Angeles,LOS ANGELES,90028,Community Clinic,0,34.101682,-118.321674,"(34.101682, -118.321674)"
960001562,C & C Quality Care Home,931 E La Palma Dr,Inglewood,LOS ANGELES,90301,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.955318,-118.349088,"(33.955318, -118.349088)"
960001584,Joyce Marie Homes,2839 S Holt Ave,Los Angeles,LOS ANGELES,90034,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.034035,-118.383573,"(34.034035, -118.383573)"
960001594,Jwch Medical Clinic - Lynwood,3591 E Imperial Hwy,Lynwood,LOS ANGELES,90262,Community Clinic,0,33.930462,-118.205402,"(33.930462, -118.205402)"
960001598,Glencrest Division,5281 Eagledale Ave,Los Angeles,LOS ANGELES,90041,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.145158,-118.228114,"(34.145158, -118.228114)"
960001601,Normandie Place,14509 S Normandie Ave,Gardena,LOS ANGELES,90247,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.899873,-118.30044,"(33.899873, -118.30044)"
960001603,R & D Home Care,16221 S Menlo Ave,Gardena,LOS ANGELES,90247,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.884192,-118.289252,"(33.884192, -118.289252)"
960001607,Matharu Assisted Living #4,15330 Eastwood Ave,Lawndale,LOS ANGELES,90260,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.891492,-118.34747,"(33.891492, -118.34747)"
960001612,Madison House,1802 N Madison Ave,Pasadena,LOS ANGELES,91104,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.176831,-118.138641,"(34.176831, -118.138641)"
960001619,West La Support Services Home #1,1443 S Genesee Ave,Los Angeles,LOS ANGELES,90019,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.049594,-118.363891,"(34.049594, -118.363891)"
960001621,West La Support Services Home #2,1857 S Hayworth Ave,Los Angeles,LOS ANGELES,90035,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.041714,-118.370943,"(34.041714, -118.370943)"
